"Amazon fees - FBA Order Handling Fee","Amazon fees - FBA Pick & Pack Fee","Amazon fees - FBA Weight Handling Fee","Amazon fees - Referral Fee on Item Price",Date,"Order ID",SKU,"Transaction type","Payment Type","Payment Detail",Amount,Quantity,"Product Title","Amazon fees - Shipping Chargeback","Other - Shipping","Promo rebates - ","Promo rebates - Shipping","Amazon fees - FBA transportation fee","Amazon fees - Shipping commission"
-$1.00,-$1.06,-$0.96,-$1.65,5-Jun-16,002-5755534-7549042,LA-WNVM-684G,"Order Payment","Product charges",,$10.99,1,"Mental Beats Car Mount Dashboard and Windshield Phone Holder Car Accessories Universal for all Smartphones (Black / White)",-$6.17,$6.17,,,,
,-$4.09,-$2.45,-$1.50,5-Jun-16,110-1677944-8595421,A7A-6FG-MTL,"Order Payment","Product charges",,$9.99,1,"CHECK BOARD HALF MOON SLICE RUG - GREEN",,,,,,
-$1.00,-$1.06,-$0.96,-$1.65,4-Jun-16,106-7963518-1431402,LA-WNVM-684G,"Order Payment","Product charges",,$10.99,1,"Mental Beats Car Mount Dashboard and Windshield Phone Holder Car Accessories Universal for all Smartphones (Black / White)",,,,,,
-$1.00,-$1.06,-$1.95,-$2.85,4-Jun-16,111-0840617-0930635,SUA-790-PPK,"Order Payment","Product charges",,$18.99,1,"Double Swag Shower Curtain With Liner Set, Taupe (Tan), 70x72",,,$0.00,,,
,-$8.18,-$7.24,-$7.46,4-Jun-16,107-2315625-2965839,CSL-662-M1T,"Order Payment","Product charges",,$24.89,1,"Feel At Ease Mat 24 x 36 - Espresso",,,$0.00,,,
-$1.00,-$1.06,-$1.95,-$2.85,4-Jun-16,116-1727247-7722662,SUA-790-PPK,"Order Payment","Product charges",,$18.99,1,"Double Swag Shower Curtain With Liner Set, Taupe (Tan), 70x72",-$3.16,$3.16,$0.00,,,
-$1.00,-$1.06,-$0.96,-$1.65,4-Jun-16,102-4766693-4973054,Q0-OA97-BH2V,"Order Payment","Product charges",,$10.99,1,"Mental Beats Car Mount Dashboard and Windshield Phone Holder Car Accessories Universal for all Smartphones (Black / Silver )",,,,,,
,-$4.09,-$2.45,-$1.50,4-Jun-16,104-9455203-8694610,A7A-6FG-MTL,"Order Payment","Product charges",,$9.99,1,"CHECK BOARD HALF MOON SLICE RUG - GREEN",,,,,,
,-$4.09,-$2.45,-$1.50,4-Jun-16,113-8691794-0509860,A7A-6FG-MTL,"Order Payment","Product charges",,$9.99,1,"CHECK BOARD HALF MOON SLICE RUG - GREEN",,,,,,
-$1.00,-$1.06,-$0.96,-$1.80,4-Jun-16,108-2221551-6539423,GK-51IE-0Z62,"Order Payment","Product charges",,$11.99,1,"Mental Beats Car Mount Dashboard and Windshield Phone Holder Car Accessories Universal for all Smartphones (Black / Red)",,,,,,
,-$4.09,-$3.62,-$3.75,4-Jun-16,113-7180020-3791463,22-Q94M-YDGP,"Order Payment","Product charges",,$24.99,1,"D&S Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow",-$3.18,$3.18,,,,
-$1.00,-$1.06,-$0.96,-$1.65,3-Jun-16,114-5657384-3297030,Q0-OA97-BH2V,"Order Payment","Product charges",,$10.99,1,"Mental Beats Car Mount Dashboard and Windshield Phone Holder Car Accessories Universal for all Smartphones (Black / Silver )",,,,,,
,-$4.09,-$3.62,-$3.75,3-Jun-16,110-5814298-4588213,22-Q94M-YDGP,"Order Payment","Product charges",,$24.99,1,"D&S Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow",,,,,,
-$4.75,-$0.75,,,,,,,,,,,,,,,,-$0.45,
,,,-$1.35,3-Jun-16,103-4450709-3989035,OT1-83U-XWZ,"Order Payment","Product charges",,$9.00,1,"Guard Security 681 Vinyl Coated Coiled Cable with Loop Ends, 6-Feet x 5/16-Inch",,,,,,
,,,-$1.88,3-Jun-16,111-4885030-5862640,58-DDQT-DY4N,"Order Payment","Product charges",,$12.50,1,"Hanes Women's T-Shirt Underwire Bra, Nude,38B",,,,,,
,,,-$1.20,3-Jun-16,105-4317230-4639461,NC-MU4S-M0SS,"Order Payment","Product charges",,$7.99,1,"Cuispro Snap-Fit Pop Molds: 6 Rocket and 6 Boat shapes",,,,,,
-$1.00,-$3.18,-$7.02,-$4.95,3-Jun-16,108-9832730-9132248,0W-I967-F2HV,"Order Payment","Product charges",,$10.99,1,"Flocked Ultra Thin Heavy Duty Velvet Hangers (10, Forrest Green)",,,,,,
,-$4.09,-$3.62,-$3.75,3-Jun-16,113-8295739-2506602,22-Q94M-YDGP,"Order Payment","Product charges",,$24.99,1,"D&S Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow",,,,,,
-$1.00,-$1.06,-$0.96,-$1.65,3-Jun-16,111-3386776-4616214,Q0-OA97-BH2V,"Order Payment","Product charges",,$10.99,1,"Mental Beats Car Mount Dashboard and Windshield Phone Holder Car Accessories Universal for all Smartphones (Black / Silver )",,,,,,
-$1.00,-$2.12,-$1.92,-$3.60,2-Jun-16,105-8976655-6776257,CM-O188-8KK2,"Order Payment","Product charges",,$11.99,1,"Mental Beats ICON High Quality Earbuds with 4' FT Tangle Free Cable with Mic (Black)",,,,,,
-$1.00,-$1.06,-$1.95,-$1.65,2-Jun-16,114-8265158-7197853,WE-YEB6-Q279,"Order Payment","Product charges",,$10.99,1,"Flocked Ultra Thin Heavy Duty Velvet Hangers (10, Grey)",,,,,,
-$1.00,-$1.06,-$2.34,-$1.65,2-Jun-16,106-7740142-9437857,0W-I967-F2HV,"Order Payment","Product charges",,$10.99,1,"Flocked Ultra Thin Heavy Duty Velvet Hangers (10, Forrest Green)",,,,,,
-$1.00,-$1.06,-$0.96,-$1.80,2-Jun-16,105-9074969-2608234,Q0-OA97-BH2V,"Order Payment","Product charges",,$11.99,1,"Mental Beats Car Mount Dashboard and Windshield Phone Holder Car Accessories Universal for all Smartphones (Black / Silver )",,,,,,
-$1.00,-$1.06,-$4.29,-$2.55,2-Jun-16,115-1863696-5413051,BX-YPD9-FBE5,"Order Payment","Product charges",,$16.99,1,"Flocked Ultra Thin Heavy Duty Velvet Hangers (25, Grey)",,,,,,
-$1.00,-$1.06,-$0.96,-$1.80,2-Jun-16,114-0426748-6684233,Q0-OA97-BH2V,"Order Payment","Product charges",,$11.99,1,"Mental Beats Car Mount Dashboard and Windshield Phone Holder Car Accessories Universal for all Smartphones (Black / Silver )",,,,,,
-$1.00,-$1.06,-$1.95,-$2.85,1-Jun-16,113-1838349-6903463,SUA-790-PPK,"Order Payment","Product charges",,$18.99,1,"Double Swag Shower Curtain With Liner Set, Taupe (Tan), 70x72",,,,,,
-$1.00,-$1.06,-$0.96,-$1.80,1-Jun-16,102-6292868-6562650,GK-51IE-0Z62,"Order Payment","Product charges",,$11.99,1,"Mental Beats Car Mount Dashboard and Windshield Phone Holder Car Accessories Universal for all Smartphones (Black / Red)",,,,,,
-$1.00,-$1.06,-$3.51,-$1.65,1-Jun-16,111-3709095-8556269,13-PAI1-IANH,"Order Payment","Product charges",,$10.99,1,"Regular Show Mordecai Hooded Blue Backpack",,,,,,
-$1.00,-$1.06,-$0.96,-$1.80,1-Jun-16,107-0709681-9989051,GK-51IE-0Z62,"Order Payment","Product charges",,$11.99,1,"Mental Beats Car Mount Dashboard and Windshield Phone Holder Car Accessories Universal for all Smartphones (Black / Red)",,,,,,
,,,-$4.50,1-Jun-16,106-4488669-3219413,2H-FAZS-4VMR,"Order Payment","Product charges",,$29.98,2,"17"" x 24"" Ultra Soft Memory Foam Comfort Bath Mat (Orange)",,,,,,
-$1.00,-$1.06,-$1.95,-$2.85,1-Jun-16,111-9019667-0129847,SUA-790-PPK,"Order Payment","Product charges",,$18.99,1,"Double Swag Shower Curtain With Liner Set, Taupe (Tan), 70x72",-$7.65,$7.65,,,,
-$1.00,-$1.06,-$2.34,-$1.65,1-Jun-16,106-8941607-7204222,0W-I967-F2HV,"Order Payment","Product charges",,$10.99,1,"Flocked Ultra Thin Heavy Duty Velvet Hangers (10, Forrest Green)",,,,,,
