Date,Order ID,SKU,Transaction type,Payment Type,Payment Detail,Amount,Quantity,Product Title
16-Apr-16,102-2615444-6303452,22-Q94M-YDGP,Order Payment,Other,Shipping,$2.64,,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow
16-Apr-16,112-9474491-0359463,22-Q94M-YDGP,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$8.18,,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow
16-Apr-16,112-9474491-0359463,22-Q94M-YDGP,Order Payment,Amazon fees,FBA Weight Handling Fee,-$7.24,,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow
16-Apr-16,112-9474491-0359463,22-Q94M-YDGP,Order Payment,Amazon fees,Referral Fee on Item Price,-$9.00,,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow
16-Apr-16,112-9474491-0359463,22-Q94M-YDGP,Order Payment,Amazon fees,Shipping Chargeback,-$8.10,,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow
16-Apr-16,112-9474491-0359463,22-Q94M-YDGP,Order Payment,Product charges,,$29.99,1,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow
16-Apr-16,112-9474491-0359463,22-Q94M-YDGP,Order Payment,Product charges,,$29.99,1,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow
16-Apr-16,112-9474491-0359463,22-Q94M-YDGP,Order Payment,Other,Shipping,$8.10,,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow
16-Apr-16,102-2625447-7898612,0W-I967-F2HV,Order Payment,Amazon fees,FBA Order Handling Fee,-$1.00,,"Flocked Ultra Thin Heavy Duty Velvet Hangers (10, Forrest Green)"
16-Apr-16,102-2625447-7898612,0W-I967-F2HV,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$1.06,,"Flocked Ultra Thin Heavy Duty Velvet Hangers (10, Forrest Green)"
16-Apr-16,102-2625447-7898612,0W-I967-F2HV,Order Payment,Amazon fees,FBA Weight Handling Fee,-$2.34,,"Flocked Ultra Thin Heavy Duty Velvet Hangers (10, Forrest Green)"
16-Apr-16,102-2625447-7898612,0W-I967-F2HV,Order Payment,Amazon fees,Referral Fee on Item Price,-$1.65,,"Flocked Ultra Thin Heavy Duty Velvet Hangers (10, Forrest Green)"
16-Apr-16,102-2625447-7898612,0W-I967-F2HV,Order Payment,Product charges,,$10.99,1,"Flocked Ultra Thin Heavy Duty Velvet Hangers (10, Forrest Green)"
16-Apr-16,111-4433925-7505808,BQ-4FEP-C3OH,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
16-Apr-16,111-4433925-7505808,BQ-4FEP-C3OH,Order Payment,Amazon fees,FBA Weight Handling Fee,-$3.62,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
16-Apr-16,111-4433925-7505808,BQ-4FEP-C3OH,Order Payment,Amazon fees,Referral Fee on Item Price,-$4.50,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
16-Apr-16,111-4433925-7505808,BQ-4FEP-C3OH,Order Payment,Product charges,,$29.99,1,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
15-Apr-16,112-3883320-6572244,BQ-4FEP-C3OH,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
15-Apr-16,112-3883320-6572244,BQ-4FEP-C3OH,Order Payment,Amazon fees,FBA Weight Handling Fee,-$3.62,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
15-Apr-16,112-3883320-6572244,BQ-4FEP-C3OH,Order Payment,Amazon fees,Referral Fee on Item Price,-$4.50,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
15-Apr-16,112-3883320-6572244,BQ-4FEP-C3OH,Order Payment,Product charges,,$29.99,1,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
15-Apr-16,113-2214241-8808250,22-Q94M-YDGP,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow
15-Apr-16,113-2214241-8808250,22-Q94M-YDGP,Order Payment,Amazon fees,FBA Weight Handling Fee,-$3.62,,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow
15-Apr-16,113-2214241-8808250,22-Q94M-YDGP,Order Payment,Amazon fees,Referral Fee on Item Price,-$4.50,,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow
15-Apr-16,113-2214241-8808250,22-Q94M-YDGP,Order Payment,Product charges,,$29.99,1,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow
15-Apr-16,103-0132155-9720201,3Y-2VGV-AZ21,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
15-Apr-16,103-0132155-9720201,3Y-2VGV-AZ21,Order Payment,Amazon fees,FBA Weight Handling Fee,-$4.01,,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
15-Apr-16,103-0132155-9720201,3Y-2VGV-AZ21,Order Payment,Amazon fees,Referral Fee on Item Price,-$6.00,,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
15-Apr-16,103-0132155-9720201,3Y-2VGV-AZ21,Order Payment,Product charges,,$39.99,1,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
15-Apr-16,113-2318044-6174645,FV-XXFT-7P69,Order Payment,Amazon fees,FBA Order Handling Fee,-$1.00,,My Little Pony Soft Tote Lunch Box
15-Apr-16,113-2318044-6174645,FV-XXFT-7P69,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$1.06,,My Little Pony Soft Tote Lunch Box
15-Apr-16,113-2318044-6174645,FV-XXFT-7P69,Order Payment,Amazon fees,FBA Weight Handling Fee,-$0.96,,My Little Pony Soft Tote Lunch Box
15-Apr-16,113-2318044-6174645,FV-XXFT-7P69,Order Payment,Amazon fees,Referral Fee on Item Price,-$1.34,,My Little Pony Soft Tote Lunch Box
15-Apr-16,113-2318044-6174645,FV-XXFT-7P69,Order Payment,Product charges,,$8.95,1,My Little Pony Soft Tote Lunch Box
15-Apr-16,116-0110993-7633060,3Y-2VGV-AZ21,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
15-Apr-16,116-0110993-7633060,3Y-2VGV-AZ21,Order Payment,Amazon fees,FBA Weight Handling Fee,-$4.01,,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
15-Apr-16,116-0110993-7633060,3Y-2VGV-AZ21,Order Payment,Amazon fees,Referral Fee on Item Price,-$6.00,,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
15-Apr-16,116-0110993-7633060,3Y-2VGV-AZ21,Order Payment,Product charges,,$39.99,1,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
15-Apr-16,114-6142881-4133860,VG6-VKY-SRF,Order Payment,Amazon fees,FBA Order Handling Fee,-$1.00,,"Better Home New Crochet Vinyl Lace Tablecloth, 70"" Round, White"
15-Apr-16,114-6142881-4133860,VG6-VKY-SRF,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$1.06,,"Better Home New Crochet Vinyl Lace Tablecloth, 70"" Round, White"
