"Amazon fees - FBA Order Handling Fee","Amazon fees - FBA Pick & Pack Fee","Amazon fees - FBA Weight Handling Fee","Amazon fees - Referral Fee on Item Price",Date,"Order ID",SKU,"Transaction type","Payment Type","Payment Detail",Amount,Quantity,"Product Title","Amazon fees - Shipping Chargeback","Other - Shipping","Promo rebates - ","Amazon fees - FBA Amazon-Partnered Carrier Shipment Fee","Amazon fees - Subscription Fee","Promo rebates - Shipping","Amazon fees - Refund Administration Fee","FBA Inventory Reimbursement - Damaged:Warehouse - ","Amazon fees - FBA transportation fee","FBA Inventory Reimbursement - Lost:Warehouse - ","Amazon fees - Shipping commission","Amazon fees - FBA Inventory Storage Fee","Amazon fees - FBA Removal Order: Return Fee"
,,,"$3.00 ",21-Mar-16,107-5667101-9650632,BQ-4FEP-C3OH,Refund,"Product charges",,($19.99),1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",,,,,,,-$0.60,,,,,,
,-$4.09,-$3.62,-$3.00,21-Mar-16,105-0091310-3449041,BQ-4FEP-C3OH,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",,,,,,,,,,,,,
-$1.00,-$1.06,-$4.29,-$2.55,21-Mar-16,110-5224784-4244207,RO-6RXH-KT8V,"Order Payment","Product charges",,"$16.99 ",1,"Flocked Ultra Thin Heavy Duty Velvet Hangers (25, Ivory)",,,,,,,,,,,,,
,-$4.09,-$3.62,-$3.75,21-Mar-16,106-9070378-5344240,22-Q94M-YDGP,"Order Payment","Product charges",,"$24.99 ",1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow",,,,,,,,,,,,,
,,,"$3.00 ",21-Mar-16,109-3655560-1385008,22-Q94M-YDGP,Refund,"Product charges",,($19.99),1,"Hypoallergenic Infused Cool Gel Ventilated Core Memory Foam Standard 18.5""x11.5""x3.5""in Pillow",,,"$10.00 ",,,,-$0.60,,,,,,
,-$4.09,-$3.62,-$3.00,21-Mar-16,111-5356564-7981007,BQ-4FEP-C3OH,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",,,,,,,,,,,,,
-$1.00,-$1.06,-$0.96,-$1.87,21-Mar-16,107-3288288-9814632,7W-PCJM-3BVK,"Order Payment","Product charges",,"$24.99 ",1,"Xpert DEEP BASS Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Red)",,,-$12.50,,,,,,,,,,
-$1.00,-$1.06,-$0.96,-$1.87,21-Mar-16,002-8973938-4157013,7W-PCJK-3BVK,"Order Payment","Product charges",,"$24.99 ",1,"Xpert DEEP BASS Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Champagne)",,,-$12.50,,,,,,,,,,
,-$4.09,-$3.62,-$3.00,21-Mar-16,102-2958885-3011468,BQ-4FEP-C3OH,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",,,,,,,,,,,,,
,-$4.09,-$3.62,-$3.00,21-Mar-16,107-4130399-8552265,BQ-4FEP-C3OH,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",,,,,,,,,,,,,
,-$4.09,-$3.62,-$3.00,21-Mar-16,115-4378071-5989816,BQ-4FEP-C3OH,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",,,,,,,,,,,,,
,-$4.09,-$3.62,-$3.00,21-Mar-16,104-9561333-9418657,BQ-4FEP-C3OH,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",,"$2.22 ","$0.00 ",,,-$2.22,,,,,,,
,-$4.09,-$3.62,-$1.50,21-Mar-16,105-3384140-3153034,BQ-4FEP-C3OH,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",,,-$10.00,,,,,,,,,,
,-$4.09,-$3.62,-$3.75,21-Mar-16,002-8194596-7173801,22-Q94M-YDGP,"Order Payment","Product charges",,"$24.99 ",1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow",,,,,,,,,,,,,
,-$4.09,-$3.62,-$1.50,21-Mar-16,002-7670210-5106617,BQ-4FEP-C3OH,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",,,-$9.99,,,,,,,,,,
,-$4.09,-$3.62,-$3.00,21-Mar-16,103-1823717-4520200,BQ-4FEP-C3OH,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",-$4.07,"$4.07 ",,,,,,,,,,,
-$1.00,-$1.06,-$0.96,-$3.75,21-Mar-16,102-2379411-8821856,7W-PCJK-3BVK,"Order Payment","Product charges",,"$24.99 ",1,"Xpert DEEP BASS Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Champagne)",,,,,,,,,,,,,
,-$4.09,-$3.62,-$3.00,21-Mar-16,002-2281496-5591401,BQ-4FEP-C3OH,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",-$1.43,"$1.43 ",,,,,,,,,,,
