"Date","Order ID","SKU","Transaction type","Payment Type","Payment Detail","Amount",,"Quantity","Product Title"
"13-Mar-16","114-2547200-2684241","22-Q94M-YDGP","Order Payment","Promo rebates",,"($10.00)",,"1","Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","102-7160264-0859435","22-Q94M-YDGP","Order Payment","Amazon fees","FBA Pick & Pack Fee","($4.09)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","102-7160264-0859435","22-Q94M-YDGP","Order Payment","Amazon fees","FBA Weight Handling Fee","($3.62)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","102-7160264-0859435","22-Q94M-YDGP","Order Payment","Amazon fees","Referral Fee on Item Price","($1.50)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","102-7160264-0859435","22-Q94M-YDGP","Order Payment","Product charges",,"$19.99 ",,"1","Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","102-7160264-0859435","22-Q94M-YDGP","Order Payment","Promo rebates",,"($10.00)",,"1","Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","102-7710025-9172230","22-Q94M-YDGP","Order Payment","Amazon fees","FBA Pick & Pack Fee","($4.09)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","102-7710025-9172230","22-Q94M-YDGP","Order Payment","Amazon fees","FBA Weight Handling Fee","($3.62)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","102-7710025-9172230","22-Q94M-YDGP","Order Payment","Amazon fees","Referral Fee on Item Price","($1.50)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","102-7710025-9172230","22-Q94M-YDGP","Order Payment","Product charges",,"$19.99 ",,"1","Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","102-7710025-9172230","22-Q94M-YDGP","Order Payment","Promo rebates",,"($10.00)",,"1","Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","112-0254043-6196207","22-Q94M-YDGP","Order Payment","Amazon fees","FBA Pick & Pack Fee","($4.09)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","112-0254043-6196207","22-Q94M-YDGP","Order Payment","Amazon fees","FBA Weight Handling Fee","($3.62)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","112-0254043-6196207","22-Q94M-YDGP","Order Payment","Amazon fees","Referral Fee on Item Price","($1.50)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","112-0254043-6196207","22-Q94M-YDGP","Order Payment","Product charges",,"$19.99 ",,"1","Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","112-0254043-6196207","22-Q94M-YDGP","Order Payment","Promo rebates",,"($10.00)",,"1","Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","110-8861090-2816254","BQ-4FEP-C3OH","Order Payment","Amazon fees","FBA Pick & Pack Fee","($4.09)",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"13-Mar-16","110-8861090-2816254","BQ-4FEP-C3OH","Order Payment","Amazon fees","FBA Weight Handling Fee","($3.62)",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"13-Mar-16","110-8861090-2816254","BQ-4FEP-C3OH","Order Payment","Amazon fees","Referral Fee on Item Price","($1.50)",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"13-Mar-16","110-8861090-2816254","BQ-4FEP-C3OH","Order Payment","Product charges",,"$19.99 ",,"1","Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"13-Mar-16","110-8861090-2816254","BQ-4FEP-C3OH","Order Payment","Promo rebates",,"($10.00)",,"1","Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"13-Mar-16","108-3893557-1684224","7W-PCJO-3BVK","Order Payment","Amazon fees","FBA Order Handling Fee","($1.00)",,,"Xpert DEEP BASS Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Black)"
"13-Mar-16","108-3893557-1684224","7W-PCJO-3BVK","Order Payment","Amazon fees","FBA Pick & Pack Fee","($1.06)",,,"Xpert DEEP BASS Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Black)"
"13-Mar-16","108-3893557-1684224","7W-PCJO-3BVK","Order Payment","Amazon fees","FBA Weight Handling Fee","($0.96)",,,"Xpert DEEP BASS Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Black)"
"13-Mar-16","108-3893557-1684224","7W-PCJO-3BVK","Order Payment","Amazon fees","Referral Fee on Item Price","($3.75)",,,"Xpert DEEP BASS Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Black)"
"13-Mar-16","108-3893557-1684224","7W-PCJO-3BVK","Order Payment","Product charges",,"$24.99 ",,"1","Xpert DEEP BASS Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Black)"
"13-Mar-16","108-3893557-1684224","7W-PCJO-3BVK","Order Payment","Promo rebates",,"$0.00 ",,"1","Xpert DEEP BASS Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Black)"
"13-Mar-16","112-7199684-9423427","22-Q94M-YDGP","Order Payment","Amazon fees","FBA Pick & Pack Fee","($4.09)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","112-7199684-9423427","22-Q94M-YDGP","Order Payment","Amazon fees","FBA Weight Handling Fee","($3.62)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","112-7199684-9423427","22-Q94M-YDGP","Order Payment","Amazon fees","Referral Fee on Item Price","($3.00)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","112-7199684-9423427","22-Q94M-YDGP","Order Payment","Product charges",,"$19.99 ",,"1","Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","113-7314990-1209052","22-Q94M-YDGP","Order Payment","Amazon fees","FBA Pick & Pack Fee","($4.09)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","113-7314990-1209052","22-Q94M-YDGP","Order Payment","Amazon fees","FBA Weight Handling Fee","($3.62)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","113-7314990-1209052","22-Q94M-YDGP","Order Payment","Amazon fees","Referral Fee on Item Price","($1.50)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","113-7314990-1209052","22-Q94M-YDGP","Order Payment","Product charges",,"$19.99 ",,"1","Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","113-7314990-1209052","22-Q94M-YDGP","Order Payment","Promo rebates",,"($10.00)",,"1","Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","109-1318985-8539451","22-Q94M-YDGP","Order Payment","Amazon fees","FBA Pick & Pack Fee","($4.09)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","109-1318985-8539451","22-Q94M-YDGP","Order Payment","Amazon fees","FBA Weight Handling Fee","($3.62)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","109-1318985-8539451","22-Q94M-YDGP","Order Payment","Amazon fees","Referral Fee on Item Price","($3.00)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","109-1318985-8539451","22-Q94M-YDGP","Order Payment","Product charges",,"$19.99 ",,"1","Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","109-1318985-8539451","22-Q94M-YDGP","Order Payment","Promo rebates",,"$0.00 ",,"1","Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","116-8411356-4157836","BQ-4FEP-C3OH","Order Payment","Amazon fees","FBA Pick & Pack Fee","($4.09)",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"13-Mar-16","116-8411356-4157836","BQ-4FEP-C3OH","Order Payment","Amazon fees","FBA Weight Handling Fee","($3.62)",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"13-Mar-16","116-8411356-4157836","BQ-4FEP-C3OH","Order Payment","Amazon fees","Referral Fee on Item Price","($1.50)",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"13-Mar-16","116-8411356-4157836","BQ-4FEP-C3OH","Order Payment","Product charges",,"$19.99 ",,"1","Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"13-Mar-16","116-8411356-4157836","BQ-4FEP-C3OH","Order Payment","Promo rebates",,"$0.00 ",,"1","Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"13-Mar-16","116-8411356-4157836","BQ-4FEP-C3OH","Order Payment","Promo rebates",,"($10.00)",,"1","Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"13-Mar-16","116-8411356-4157836","BQ-4FEP-C3OH","Order Payment","Promo rebates","Shipping","($1.58)",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"13-Mar-16","116-8411356-4157836","BQ-4FEP-C3OH","Order Payment","Other","Shipping","$1.58 ",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"13-Mar-16","105-6336327-6462619","22-Q94M-YDGP","Order Payment","Amazon fees","FBA Pick & Pack Fee","($4.09)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","105-6336327-6462619","22-Q94M-YDGP","Order Payment","Amazon fees","FBA Weight Handling Fee","($3.62)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","105-6336327-6462619","22-Q94M-YDGP","Order Payment","Amazon fees","Referral Fee on Item Price","($1.50)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","105-6336327-6462619","22-Q94M-YDGP","Order Payment","Product charges",,"$19.99 ",,"1","Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","105-6336327-6462619","22-Q94M-YDGP","Order Payment","Promo rebates",,"($10.00)",,"1","Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","103-3777930-4210627","22-Q94M-YDGP","Order Payment","Amazon fees","FBA Pick & Pack Fee","($4.09)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","103-3777930-4210627","22-Q94M-YDGP","Order Payment","Amazon fees","FBA Weight Handling Fee","($3.62)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","103-3777930-4210627","22-Q94M-YDGP","Order Payment","Amazon fees","Referral Fee on Item Price","($1.50)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","103-3777930-4210627","22-Q94M-YDGP","Order Payment","Product charges",,"$19.99 ",,"1","Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","103-3777930-4210627","22-Q94M-YDGP","Order Payment","Promo rebates",,"($10.00)",,"1","Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","108-1824497-2136253","22-Q94M-YDGP","Order Payment","Amazon fees","FBA Pick & Pack Fee","($4.09)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","108-1824497-2136253","22-Q94M-YDGP","Order Payment","Amazon fees","FBA Weight Handling Fee","($3.62)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","108-1824497-2136253","22-Q94M-YDGP","Order Payment","Amazon fees","Referral Fee on Item Price","($1.50)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","108-1824497-2136253","22-Q94M-YDGP","Order Payment","Product charges",,"$19.99 ",,"1","Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","108-1824497-2136253","22-Q94M-YDGP","Order Payment","Promo rebates",,"($10.00)",,"1","Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","002-3506036-2326651","BQ-4FEP-C3OH","Order Payment","Amazon fees","FBA Pick & Pack Fee","($4.09)",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"13-Mar-16","002-3506036-2326651","BQ-4FEP-C3OH","Order Payment","Amazon fees","FBA Weight Handling Fee","($3.62)",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"13-Mar-16","002-3506036-2326651","BQ-4FEP-C3OH","Order Payment","Amazon fees","Referral Fee on Item Price","($3.00)",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"13-Mar-16","002-3506036-2326651","BQ-4FEP-C3OH","Order Payment","Product charges",,"$19.99 ",,"1","Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"13-Mar-16","002-3506036-2326651","BQ-4FEP-C3OH","Order Payment","Promo rebates",,"$0.00 ",,"1","Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"13-Mar-16","103-2125621-8796242","7W-PCJK-3BVK","Order Payment","Amazon fees","FBA Order Handling Fee","($1.00)",,,"Xpert DEEP BASS Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Champagne)"
"13-Mar-16","103-2125621-8796242","7W-PCJK-3BVK","Order Payment","Amazon fees","FBA Pick & Pack Fee","($1.06)",,,"Xpert DEEP BASS Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Champagne)"
"13-Mar-16","103-2125621-8796242","7W-PCJK-3BVK","Order Payment","Amazon fees","FBA Weight Handling Fee","($0.96)",,,"Xpert DEEP BASS Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Champagne)"
"13-Mar-16","103-2125621-8796242","7W-PCJK-3BVK","Order Payment","Amazon fees","Referral Fee on Item Price","($3.75)",,,"Xpert DEEP BASS Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Champagne)"
"13-Mar-16","103-2125621-8796242","7W-PCJK-3BVK","Order Payment","Product charges",,"$24.99 ",,"1","Xpert DEEP BASS Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Champagne)"
"13-Mar-16","002-6064219-3915417","BQ-4FEP-C3OH","Order Payment","Amazon fees","FBA Pick & Pack Fee","($4.09)",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"13-Mar-16","002-6064219-3915417","BQ-4FEP-C3OH","Order Payment","Amazon fees","FBA Weight Handling Fee","($3.62)",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"13-Mar-16","002-6064219-3915417","BQ-4FEP-C3OH","Order Payment","Amazon fees","Referral Fee on Item Price","($3.00)",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"13-Mar-16","002-6064219-3915417","BQ-4FEP-C3OH","Order Payment","Product charges",,"$19.99 ",,"1","Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"13-Mar-16","107-8201992-2129009","22-Q94M-YDGP","Order Payment","Amazon fees","FBA Pick & Pack Fee","($4.09)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","107-8201992-2129009","22-Q94M-YDGP","Order Payment","Amazon fees","FBA Weight Handling Fee","($3.62)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","107-8201992-2129009","22-Q94M-YDGP","Order Payment","Amazon fees","Referral Fee on Item Price","($1.50)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","107-8201992-2129009","22-Q94M-YDGP","Order Payment","Product charges",,"$19.99 ",,"1","Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","107-8201992-2129009","22-Q94M-YDGP","Order Payment","Promo rebates",,"($10.00)",,"1","Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","112-8307561-2125034","22-Q94M-YDGP","Order Payment","Amazon fees","FBA Pick & Pack Fee","($8.18)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","112-8307561-2125034","22-Q94M-YDGP","Order Payment","Amazon fees","FBA Weight Handling Fee","($7.24)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","112-8307561-2125034","22-Q94M-YDGP","Order Payment","Amazon fees","Referral Fee on Item Price","($6.00)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","112-8307561-2125034","22-Q94M-YDGP","Order Payment","Product charges",,"$19.99 ",,"1","Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","112-8307561-2125034","22-Q94M-YDGP","Order Payment","Product charges",,"$19.99 ",,"1","Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","105-0847567-6144229","BQ-4FEP-C3OH","Order Payment","Amazon fees","FBA Pick & Pack Fee","($4.09)",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"13-Mar-16","105-0847567-6144229","BQ-4FEP-C3OH","Order Payment","Amazon fees","FBA Weight Handling Fee","($3.62)",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"13-Mar-16","105-0847567-6144229","BQ-4FEP-C3OH","Order Payment","Amazon fees","Referral Fee on Item Price","($1.50)",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"13-Mar-16","105-0847567-6144229","BQ-4FEP-C3OH","Order Payment","Product charges",,"$19.99 ",,"1","Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"13-Mar-16","105-0847567-6144229","BQ-4FEP-C3OH","Order Payment","Promo rebates",,"$0.00 ",,"1","Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"13-Mar-16","105-0847567-6144229","BQ-4FEP-C3OH","Order Payment","Promo rebates",,"($10.00)",,"1","Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"13-Mar-16","002-4533562-7847460","BQ-4FEP-C3OH","Order Payment","Amazon fees","FBA Pick & Pack Fee","($4.09)",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"13-Mar-16","002-4533562-7847460","BQ-4FEP-C3OH","Order Payment","Amazon fees","FBA Weight Handling Fee","($3.62)",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"13-Mar-16","002-4533562-7847460","BQ-4FEP-C3OH","Order Payment","Amazon fees","Referral Fee on Item Price","($1.50)",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"13-Mar-16","002-4533562-7847460","BQ-4FEP-C3OH","Order Payment","Product charges",,"$19.99 ",,"1","Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"13-Mar-16","002-4533562-7847460","BQ-4FEP-C3OH","Order Payment","Promo rebates",,"($10.00)",,"1","Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"13-Mar-16","102-8272128-2599453","13-PAI1-IANH","Order Payment","Amazon fees","FBA Order Handling Fee","($1.00)",,,"Bioworld Regular Show Mordecai Hooded Blue Backpack"
"13-Mar-16","102-8272128-2599453","13-PAI1-IANH","Order Payment","Amazon fees","FBA Pick & Pack Fee","($1.06)",,,"Bioworld Regular Show Mordecai Hooded Blue Backpack"
"13-Mar-16","102-8272128-2599453","13-PAI1-IANH","Order Payment","Amazon fees","FBA Weight Handling Fee","($3.51)",,,"Bioworld Regular Show Mordecai Hooded Blue Backpack"
"13-Mar-16","102-8272128-2599453","13-PAI1-IANH","Order Payment","Amazon fees","Referral Fee on Item Price","($1.65)",,,"Bioworld Regular Show Mordecai Hooded Blue Backpack"
"13-Mar-16","102-8272128-2599453","13-PAI1-IANH","Order Payment","Product charges",,"$10.99 ",,"1","Bioworld Regular Show Mordecai Hooded Blue Backpack"
"13-Mar-16",,"LY-VHJK-ZGAE","Other","FBA Inventory Reimbursement - Lost:Warehouse",,"$4.61 ",,"1","100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - Standard Size (20x26"")"
"13-Mar-16","105-3150653-3688217","22-Q94M-YDGP","Order Payment","Amazon fees","FBA Pick & Pack Fee","($4.09)",,,"Hypoallergenic Infused Cool Gel Ventilated Core Memory Foam Standard 18.5""x11.5""x3.5""in Pillow"
"13-Mar-16","105-3150653-3688217","22-Q94M-YDGP","Order Payment","Amazon fees","FBA Weight Handling Fee","($3.62)",,,"Hypoallergenic Infused Cool Gel Ventilated Core Memory Foam Standard 18.5""x11.5""x3.5""in Pillow"
"13-Mar-16","105-3150653-3688217","22-Q94M-YDGP","Order Payment","Amazon fees","Referral Fee on Item Price","($1.50)",,,"Hypoallergenic Infused Cool Gel Ventilated Core Memory Foam Standard 18.5""x11.5""x3.5""in Pillow"
"13-Mar-16","105-3150653-3688217","22-Q94M-YDGP","Order Payment","Product charges",,"$19.99 ",,"1","Hypoallergenic Infused Cool Gel Ventilated Core Memory Foam Standard 18.5""x11.5""x3.5""in Pillow"
"13-Mar-16","105-3150653-3688217","22-Q94M-YDGP","Order Payment","Promo rebates",,"$0.00 ",,"1","Hypoallergenic Infused Cool Gel Ventilated Core Memory Foam Standard 18.5""x11.5""x3.5""in Pillow"
"13-Mar-16","105-3150653-3688217","22-Q94M-YDGP","Order Payment","Promo rebates",,"($10.00)",,"1","Hypoallergenic Infused Cool Gel Ventilated Core Memory Foam Standard 18.5""x11.5""x3.5""in Pillow"
"13-Mar-16","107-4432935-8825038","22-Q94M-YDGP","Order Payment","Amazon fees","FBA Pick & Pack Fee","($4.09)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","107-4432935-8825038","22-Q94M-YDGP","Order Payment","Amazon fees","FBA Weight Handling Fee","($3.62)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","107-4432935-8825038","22-Q94M-YDGP","Order Payment","Amazon fees","Referral Fee on Item Price","($1.50)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","107-4432935-8825038","22-Q94M-YDGP","Order Payment","Product charges",,"$19.99 ",,"1","Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"13-Mar-16","107-4432935-8825038","22-Q94M-YDGP","Order Payment","Promo rebates",,"($10.00)",,"1","Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"12-Mar-16","105-3615561-5825042","BQ-4FEP-C3OH","Order Payment","Amazon fees","FBA Pick & Pack Fee","($4.09)",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"12-Mar-16","105-3615561-5825042","BQ-4FEP-C3OH","Order Payment","Amazon fees","FBA Weight Handling Fee","($3.62)",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"12-Mar-16","105-3615561-5825042","BQ-4FEP-C3OH","Order Payment","Amazon fees","Referral Fee on Item Price","($3.00)",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"12-Mar-16","105-3615561-5825042","BQ-4FEP-C3OH","Order Payment","Product charges",,"$19.99 ",,"1","Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"12-Mar-16","111-2153122-5806636","22-Q94M-YDGP","Order Payment","Amazon fees","FBA Pick & Pack Fee","($4.09)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"12-Mar-16","111-2153122-5806636","22-Q94M-YDGP","Order Payment","Amazon fees","FBA Weight Handling Fee","($3.62)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"12-Mar-16","111-2153122-5806636","22-Q94M-YDGP","Order Payment","Amazon fees","Referral Fee on Item Price","($1.50)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
